num__age,num__tenure_months,num__monthly_charges,num__total_charges,num__num_support_calls,num__satisfaction_score,num__avg_charge_per_tenure,num__signup_year,num__signup_month,num__account_age_days,num__high_support_user,cat__contract_type_Month-To-Month,cat__contract_type_One Year,cat__contract_type_Two Year,cat__contract_type_nan,cat__payment_method_Bank transfer,cat__payment_method_Credit card,cat__payment_method_Electronic check,cat__payment_method_Mailed check,cat__payment_method_Unknown,cat__internet_service_DSL,cat__internet_service_Fiber optic,cat__internet_service_No,cat__tenure_group_0-6mo,cat__tenure_group_1-2yr,cat__tenure_group_2-4yr,cat__tenure_group_4yr+,cat__tenure_group_6-12mo,churned
0.35831770300865173,-0.8400534391403198,-0.20833925902843475,-0.7348171472549438,0.70189368724823,-0.5877901315689087,-0.09860563278198242,0.9946557879447937,1.5930415391921997,-1.197746753692627,-0.23723104596138,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.9276407957077026,-0.008550113067030907,-1.1957807540893555,-0.43278953433036804,-0.005583503283560276,0.36633607745170593,-0.9926455020904541,-1.0046621561050415,-1.0202724933624268,1.1411919593811035,-0.23723104596138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1.1429792642593384,-0.008550113067030907,0.8687434792518616,0.2999414801597595,-1.4205378293991089,-0.5877901315689087,0.8765963912010193,0.4948262870311737,1.0123050212860107,-0.6157191395759583,-0.23723104596138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7149820327758789,-0.8400534391403198,0.0010549124563112855,-0.7218923568725586,-0.005583503283560276,1.3204622268676758,0.09098205715417862,0.9946557879447937,0.721936821937561,-1.1029980182647705,-0.23723104596138,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0716464519500732,0.25402987003326416,0.0778905600309372,0.2518048882484436,-0.005583503283560276,0.36633607745170593,0.16054986417293549,-1.5044915676116943,1.5930415391921997,1.2427083253860474,-0.23723104596138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.282338261604309,-0.8838167786598206,-0.007943926379084587,-0.7278687953948975,1.4093708992004395,0.36633607745170593,0.7089443802833557,0.4948262870311737,-0.43953606486320496,-0.44652509689331055,-0.23723104596138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0016533604357391596,1.0855331420898438,-0.5309104919433594,0.537276029586792,0.70189368724823,0.36633607745170593,-0.3906649947166443,-1.5044915676116943,-1.3106406927108765,1.6839665174484253,-0.23723104596138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8576477766036987,-0.9275800585746765,0.4530699551105499,-0.7830872535705566,1.4093708992004395,1.3204622268676758,0.500241219997406,0.4948262870311737,0.14120039343833923,-0.5169098377227783,-0.23723104596138,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.14101238548755646,1.4794031381607056,0.3571983575820923,1.5827054977416992,-0.7130606770515442,0.36633607745170593,0.413438081741333,-0.00500317569822073,-0.43953606486320496,0.06376418471336365,-0.23723104596138,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.7863149046897888,-0.6212367415428162,-0.2574864327907562,-0.5699359774589539,-0.005583503283560276,0.36633607745170593,-0.14310398697853088,-1.0046621561050415,-1.3106406927108765,1.1614952087402344,-0.23723104596138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
